Price,Close,High,Low,Open,Volume,Returns,Volatility,MA_5,MA_10,Crash
Ticker,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC,,,,,
Date,,,,,,,,,,
2000-02-09,1411.7099609375,1444.550048828125,1411.6500244140625,1441.719970703125,1050500000,-0.02081542211764542,0.015722004741463683,1425.4019775390625,1409.8589965820313,1
2000-02-10,1416.8299560546875,1422.0999755859375,1406.4300537109375,1411.699951171875,1058800000,0.0036268038470079755,0.015658407986267775,1423.773974609375,1411.685986328125,0
2000-02-11,1387.1199951171875,1416.8299560546875,1378.8900146484375,1416.8299560546875,1025700000,-0.02096932014356223,0.014414533588699943,1416.323974609375,1414.381982421875,1
2000-02-14,1389.93994140625,1394.9300537109375,1380.530029296875,1387.1199951171875,927300000,0.0020329505010301396,0.011925253055118566,1409.46396484375,1413.92998046875,0
2000-02-15,1402.050048828125,1407.719970703125,1376.25,1389.93994140625,1092100000,0.008712683952101452,0.011744984585791863,1401.52998046875,1413.206982421875,0
2000-02-16,1387.6700439453125,1404.550048828125,1385.5799560546875,1402.050048828125,1018800000,-0.01025641338184169,0.012143734551317259,1396.7219970703125,1411.0619873046876,0
2000-02-17,1388.260009765625,1399.8800048828125,1380.0699462890625,1387.6700439453125,1034800000,0.0004251484874857603,0.011340422751766287,1391.0080078125,1407.3909912109375,0
2000-02-18,1346.0899658203125,1388.5899658203125,1345.3199462890625,1388.260009765625,1042300000,-0.030376185763956398,0.014289014945185485,1382.802001953125,1399.56298828125,1
2000-02-22,1352.1700439453125,1358.1099853515625,1331.8800048828125,1346.0899658203125,980000000,0.0045168438064202565,0.014556199106012172,1375.2480224609376,1392.3559936523438,0
2000-02-23,1360.68994140625,1370.1099853515625,1342.43994140625,1352.1700439453125,993700000,0.006300906826835595,0.013871375835561492,1366.9760009765625,1384.2529907226562,0
2000-02-24,1353.4300537109375,1364.800048828125,1329.8800048828125,1360.68994140625,1215000000,-0.005335445992795007,0.012818461344552338,1360.1280029296875,1378.425,0
2000-02-25,1333.3599853515625,1362.1400146484375,1329.1500244140625,1353.4300537109375,1065200000,-0.01482903996726348,0.012905532344408048,1349.147998046875,1370.0780029296875,0
2000-02-28,1348.050048828125,1360.8199462890625,1325.0699462890625,1333.3599853515625,1026500000,0.0110173273819143,0.012739911832156087,1349.5400146484376,1366.1710083007813,0
2000-02-29,1366.4200439453125,1369.6300048828125,1348.050048828125,1348.050048828125,1204300000,0.013627086867551208,0.013716629967084504,1352.3900146484375,1363.8190185546875,0
2000-03-01,1379.18994140625,1383.4599609375,1366.4200439453125,1366.4200439453125,1274100000,0.009345513861218402,0.013770948323331993,1356.0900146484375,1361.5330078125,0
2000-03-02,1381.760009765625,1386.56005859375,1370.3499755859375,1379.18994140625,1198600000,0.001863462226787016,0.013449774351371286,1361.756005859375,1360.9420043945313,0
2000-03-03,1409.1700439453125,1410.8800048828125,1381.760009765625,1381.760009765625,1150300000,0.019837044049593633,0.014896254805773904,1376.918017578125,1363.0330078125,0
2000-03-06,1391.280029296875,1409.739990234375,1384.75,1409.1700439453125,1029000000,-0.012695426449990443,0.01129317581279786,1385.564013671875,1367.5520141601562,0
2000-03-07,1355.6199951171875,1399.2099609375,1349.989990234375,1391.280029296875,1314100000,-0.02563109757114057,0.014515773249469925,1383.40400390625,1367.8970092773438,1
2000-03-08,1366.699951171875,1373.7900390625,1346.6199951171875,1355.6199951171875,1203000000,0.008173349533495022,0.014612817185683911,1380.906005859375,1368.4980102539062,0
2000-03-09,1401.68994140625,1401.8199462890625,1357.8800048828125,1366.699951171875,1123000000,0.025601808359159595,0.016397290754422922,1384.8919921875,1373.3239990234374,0
2000-03-10,1395.0699462890625,1413.4599609375,1392.0699462890625,1401.68994140625,1138800000,-0.004722866963392747,0.015415146894290655,1382.07197265625,1379.4949951171875,0
2000-03-13,1383.6199951171875,1398.3900146484375,1364.8399658203125,1395.0699462890625,1016100000,-0.008207438775620024,0.015727295071348443,1380.5399658203125,1383.0519897460938,0
2000-03-14,1359.1500244140625,1395.1500244140625,1359.1500244140625,1383.6199951171875,1094000000,-0.017685470569578254,0.016416278217762415,1381.2459716796875,1382.3249877929688,0
2000-03-15,1392.1400146484375,1397.989990234375,1356.989990234375,1359.1500244140625,1302800000,0.02427251564712085,0.01800396796687241,1386.333984375,1383.6199951171875,0
2000-03-16,1458.469970703125,1458.469970703125,1392.1500244140625,1392.1500244140625,1482300000,0.047646038011081915,0.0232747110873753,1397.689990234375,1391.2909912109376,0
2000-03-17,1464.469970703125,1477.3299560546875,1453.3199462890625,1458.469970703125,1295100000,0.0041139002657062385,0.022735321035484382,1411.5699951171875,1396.8209838867188,0
2000-03-20,1456.6300048828125,1470.300048828125,1448.489990234375,1464.469970703125,920800000,-0.005353449355160467,0.022246453079541068,1426.1719970703125,1403.3559814453124,0
2000-03-21,1493.8699951171875,1493.9200439453125,1446.06005859375,1456.6300048828125,1065900000,0.025565854135601862,0.020262378315685135,1453.1159912109374,1417.1809814453125,0
2000-03-22,1500.6400146484375,1505.0799560546875,1487.3299560546875,1493.8699951171875,1075000000,0.004531866597078826,0.020330272109712198,1474.8159912109375,1430.5749877929688,0
2000-03-23,1527.3499755859375,1532.5,1492.3900146484375,1500.6400146484375,1078300000,0.017799046191472767,0.019789412502774984,1488.5919921875,1443.1409912109375,0
2000-03-24,1527.4599609375,1552.8699951171875,1516.8299560546875,1527.3499755859375,1052200000,7.20105760438905e-05,0.01948114978324938,1501.189990234375,1456.3799926757813,0
2000-03-27,1523.8599853515625,1534.6300048828125,1518.4599609375,1527.4599609375,901000000,-0.0023568379388013705,0.018979146759595292,1514.635986328125,1470.4039916992188,0
2000-03-28,1507.72998046875,1527.3599853515625,1507.0899658203125,1523.8599853515625,959100000,-0.01058496517912777,0.017938370627999602,1517.4079833984374,1485.2619873046874,0
2000-03-29,1508.52001953125,1521.449951171875,1497.449951171875,1507.72998046875,1061900000,0.0005239924076154701,0.01748923085539488,1518.983984375,1496.8999877929687,0
2000-03-30,1487.9200439453125,1517.3800048828125,1474.6300048828125,1508.52001953125,1193400000,-0.013655752206946925,0.01201032054515482,1511.097998046875,1499.8449951171874,0
2000-03-31,1498.5799560546875,1519.81005859375,1484.3800048828125,1487.9200439453125,1227400000,0.007164304394414511,0.01210647740509467,1505.3219970703126,1503.2559936523437,0
2000-04-03,1505.969970703125,1507.18994140625,1486.9599609375,1498.5799560546875,1021700000,0.004931344916619063,0.011810634520523255,1501.743994140625,1508.189990234375,0
2000-04-04,1494.72998046875,1526.449951171875,1416.4100341796875,1505.97998046875,1515460000,-0.007463621754109195,0.009267374062557612,1499.143994140625,1508.2759887695313,0
2000-04-05,1487.3699951171875,1506.550048828125,1478.050048828125,1494.72998046875,1110300000,-0.004923956465537893,0.009246875836089434,1494.9139892578125,1506.9489868164062,0
2000-04-06,1501.3399658203125,1511.760009765625,1487.3699951171875,1487.3699951171875,1008000000,0.009392397822321596,0.007598277485155338,1497.5979736328125,1504.3479858398437,0
2000-04-07,1516.3499755859375,1518.6800537109375,1501.3399658203125,1501.3399658203125,891600000,0.009997742088630579,0.008454145312535149,1501.1519775390625,1503.2369873046875,0
2000-04-10,1504.4599609375,1527.18994140625,1503.3499755859375,1516.3499755859375,853700000,-0.007841207399263528,0.008746580873919387,1500.8499755859375,1501.2969848632813,0
2000-04-11,1500.5899658203125,1512.800048828125,1486.780029296875,1504.4599609375,971400000,-0.0025723483626483024,0.008142115292252726,1502.02197265625,1500.5829833984376,0
2000-04-12,1467.1700439453125,1509.0799560546875,1466.1500244140625,1500.5899658203125,1175900000,-0.022271188423368282,0.010646549264674794,1497.981982421875,1496.4479858398438,1
2000-04-13,1440.510009765625,1477.52001953125,1439.3399658203125,1467.1700439453125,1032000000,-0.018171059509909937,0.011240841598303665,1485.8159912109375,1491.706982421875,0
2000-04-14,1356.56005859375,1440.510009765625,1339.4000244140625,1440.510009765625,1279700000,-0.05827793670488546,0.020106032892610218,1453.8580078125,1477.5049926757813,1
2000-04-17,1401.43994140625,1401.530029296875,1346.5,1356.56005859375,1204700000,0.033083594440355135,0.02398263947596618,1433.25400390625,1467.0519897460938,0
2000-04-18,1441.6099853515625,1441.6099853515625,1397.81005859375,1401.43994140625,1109400000,0.02866340737013995,0.0264801158790602,1421.4580078125,1461.739990234375,0
2000-04-19,1427.469970703125,1447.68994140625,1424.260009765625,1441.6099853515625,1001400000,-0.00980848828193237,0.0265584967841615,1413.5179931640625,1455.7499877929688,0
2000-04-20,1434.5400390625,1435.489990234375,1422.0799560546875,1427.469970703125,896200000,0.00495286661329386,0.026350119538681636,1412.3239990234374,1449.0699951171875,0
2000-04-24,1429.8599853515625,1434.5400390625,1407.1300048828125,1434.5400390625,868700000,-0.0032624071712881175,0.02588442368747589,1426.983984375,1440.42099609375,0
2000-04-25,1477.43994140625,1477.6700439453125,1429.8599853515625,1429.8599853515625,1071100000,0.03327595466837896,0.028603054876172665,1442.183984375,1437.718994140625,0
2000-04-26,1460.989990234375,1482.93994140625,1456.97998046875,1477.43994140625,999600000,-0.011134091282396064,0.028768417882153365,1446.0599853515625,1433.7589965820312,0
2000-04-27,1464.9200439453125,1469.2099609375,1434.81005859375,1460.989990234375,1111000000,0.002689993591473483,0.027912740121614057,1453.55,1433.5339965820312,0
2000-04-28,1452.4300537109375,1473.6199951171875,1448.1500244140625,1464.9200439453125,984600000,-0.008526055934586774,0.027368701381629123,1457.1280029296875,1434.7260009765625,0
2000-05-01,1468.25,1481.510009765625,1452.4300537109375,1452.4300537109375,966300000,0.010892053802276314,0.017713842181352694,1464.806005859375,1445.8949951171876,0
2000-05-02,1446.2900390625,1468.25,1445.219970703125,1468.25,1011500000,-0.01495655435893073,0.016663323391385532,1458.576025390625,1450.3800048828125,0
2000-05-03,1415.0999755859375,1446.2900390625,1398.3599853515625,1446.2900390625,991600000,-0.02156556612723426,0.015704044442793906,1449.3980224609375,1447.72900390625,1
2000-05-04,1409.5699462890625,1420.989990234375,1404.93994140625,1415.0999755859375,925800000,-0.0039078718057253825,0.015476578924957294,1438.3280029296875,1445.9390014648438,0
2000-05-05,1432.6300048828125,1436.030029296875,1405.0799560546875,1409.5699462890625,805500000,0.016359641218557153,0.0163712031843129,1434.3679931640625,1445.747998046875,0
2000-05-08,1424.1700439453125,1432.6300048828125,1417.050048828125,1432.6300048828125,787600000,-0.005905195974303279,0.016450616147723626,1425.552001953125,1445.17900390625,0
2000-05-09,1412.1400146484375,1430.280029296875,1401.8499755859375,1424.1700439453125,896600000,-0.0084470455954464,0.011558588722755342,1418.7219970703125,1438.6490112304687,0
2000-05-10,1383.050048828125,1412.1400146484375,1375.1400146484375,1412.1400146484375,1006400000,-0.020599916097947757,0.012514835543638123,1412.31201171875,1430.8550170898438,1
2000-05-11,1407.81005859375,1410.260009765625,1383.050048828125,1383.050048828125,953600000,0.01790246837893128,0.014390981761285233,1411.9600341796875,1425.1440185546876,0
2000-05-12,1420.9599609375,1430.1300048828125,1407.81005859375,1407.81005859375,858200000,0.009340679350512193,0.014851178352546901,1409.626025390625,1421.9970092773438,0
2000-05-15,1452.3599853515625,1452.3900146484375,1416.5400390625,1420.9599609375,854600000,0.022097754530216118,0.016292281796462277,1415.264013671875,1420.4080078125,0
2000-05-16,1466.0400390625,1470.4000244140625,1450.760009765625,1452.3599853515625,955500000,0.009419189353131463,0.015782374868846205,1426.0440185546875,1422.3830078125,0
2000-05-17,1447.800048828125,1466.0400390625,1441.6700439453125,1466.0400390625,820500000,-0.012441672634015521,0.014515637897683228,1438.9940185546875,1425.6530151367188,0
2000-05-18,1437.2099609375,1458.0400390625,1436.5899658203125,1447.800048828125,807900000,-0.0073146066676795796,0.014718217961737383,1444.8739990234376,1428.4170166015624,0
2000-05-19,1406.949951171875,1437.2099609375,1401.739990234375,1437.2099609375,853700000,-0.021054689703017493,0.015413007988081161,1442.0719970703126,1425.8490112304687,1
2000-05-22,1400.719970703125,1410.550048828125,1368.72998046875,1406.949951171875,869000000,-0.004428004324930623,0.015375262811616422,1431.743994140625,1423.50400390625,0
2000-05-23,1373.8599853515625,1403.77001953125,1373.4300537109375,1400.719970703125,869900000,-0.01917584236203862,0.016258752439556642,1413.3079833984375,1419.6760009765626,0
2000-05-24,1399.050048828125,1401.75,1361.0899658203125,1373.8599853515625,1152300000,0.01833524794749475,0.016137599630793323,1403.5579833984375,1421.2760009765625,0
2000-05-25,1381.52001953125,1411.6500244140625,1373.9300537109375,1399.050048828125,984500000,-0.012529951527866068,0.015509377074277811,1392.4199951171875,1418.6469970703124,0
2000-05-26,1378.02001953125,1391.4200439453125,1369.75,1381.52001953125,722600000,-0.0025334413910176323,0.015010292483321357,1386.6340087890626,1414.3530029296876,0
2000-05-30,1422.449951171875,1422.449951171875,1378.02001953125,1378.02001953125,844200000,0.03224186224503356,0.01709068121197967,1390.9800048828124,1411.3619995117188,0
2000-05-31,1420.5999755859375,1434.489990234375,1415.5,1422.43994140625,960500000,-0.0013005558363676784,0.016628400277604254,1400.3280029296875,1406.8179931640625,0
2000-06-01,1448.81005859375,1448.81005859375,1420.5999755859375,1420.5999755859375,960100000,0.01985786533339695,0.01769760416980631,1410.2800048828126,1406.918994140625,0
2000-06-02,1477.260009765625,1483.22998046875,1448.81005859375,1448.81005859375,1162400000,0.01963677088181548,0.018460167911057646,1429.4280029296874,1410.9239990234375,0
2000-06-05,1467.6300048828125,1477.280029296875,1464.6800537109375,1477.260009765625,838600000,-0.0065188286551806085,0.016867506670763373,1447.35,1416.9920043945312,0
2000-06-06,1457.8399658203125,1471.3599853515625,1454.739990234375,1467.6300048828125,950100000,-0.006670645210256287,0.017011602342900164,1454.4280029296874,1422.70400390625,0
2000-06-07,1471.3599853515625,1474.6400146484375,1455.06005859375,1457.8399658203125,854600000,0.009274008017500446,0.014931952845557912,1464.5800048828125,1432.45400390625,0
2000-06-08,1461.6700439453125,1475.6500244140625,1456.489990234375,1471.3599853515625,854300000,-0.006585704044367313,0.014905673818097948,1467.152001953125,1438.7160034179688,0
2000-06-09,1456.949951171875,1472.6700439453125,1454.9599609375,1461.6700439453125,786000000,-0.00322924643149769,0.013987784151650513,1463.089990234375,1446.2589965820312,0
2000-06-12,1446.0,1462.9300537109375,1445.989990234375,1456.949951171875,774100000,-0.007515667345379673,0.014385514070157536,1458.7639892578125,1453.0569946289063,0
2000-06-13,1469.43994140625,1470.4200439453125,1442.3800048828125,1446.0,935900000,0.0162101946101314,0.011632032024033196,1461.083984375,1457.7559936523437,0
2000-06-14,1470.5400390625,1483.6199951171875,1467.7099609375,1469.43994140625,929700000,0.0007486509827663301,0.011559493600367322,1460.9199951171875,1462.75,0
2000-06-15,1478.72998046875,1482.0400390625,1464.6199951171875,1470.5400390625,1011400000,0.00556934268275433,0.01010762059148598,1464.331982421875,1465.7419921875,0
2000-06-16,1464.4599609375,1480.77001953125,1460.4200439453125,1478.72998046875,1250800000,-0.00965018611898738,0.00858782551709424,1465.833984375,1464.4619873046875,0
2000-06-19,1486.0,1488.9300537109375,1459.050048828125,1464.4599609375,921700000,0.01470852029898495,0.009592060196184068,1473.833984375,1466.2989868164063,0
2000-06-20,1475.949951171875,1487.3199462890625,1470.1800537109375,1486.0,1031500000,-0.00676315533521199,0.009600627285682438,1475.135986328125,1468.1099853515625,0
2000-06-21,1479.1300048828125,1482.18994140625,1468.0,1475.949951171875,1009600000,0.0021545809926770687,0.009197180536256396,1476.8539794921876,1468.8869873046874,0
2000-06-22,1452.1800537109375,1479.1300048828125,1448.030029296875,1479.1300048828125,1022700000,-0.01822013689324775,0.010798661199101719,1471.543994140625,1467.93798828125,0
2000-06-23,1441.47998046875,1459.93994140625,1438.31005859375,1452.1800537109375,847600000,-0.007368282751745725,0.01098834727375556,1466.947998046875,1466.3909912109375,0
2000-06-26,1455.31005859375,1459.6600341796875,1441.47998046875,1441.47998046875,889000000,0.009594360180085637,0.011193434944385754,1460.810009765625,1467.3219970703126,0
2000-06-27,1450.550048828125,1463.3499755859375,1450.550048828125,1455.31005859375,1042500000,-0.0032707873744957094,0.009802631445562223,1455.730029296875,1465.4330078125,0
2000-06-28,1454.8199462890625,1467.6300048828125,1450.550048828125,1450.550048828125,1095100000,0.002943640217300425,0.009876645787164056,1450.868017578125,1463.8609985351563,0
2000-06-29,1442.3900146484375,1455.1400146484375,1434.6300048828125,1454.8199462890625,1110900000,-0.008543965644911,0.009837101298155312,1448.910009765625,1460.227001953125,0
2000-06-30,1454.5999755859375,1454.6800537109375,1438.7099609375,1442.3900146484375,1459700000,0.00846508975623772,0.010028242198642888,1451.5340087890625,1459.2410034179688,0
2000-07-03,1469.5400390625,1469.5799560546875,1450.8499755859375,1454.5999755859375,451900000,0.010270908653456035,0.009349278153678971,1454.3800048828125,1457.5950073242188,0
2000-07-05,1446.22998046875,1469.5400390625,1442.449951171875,1469.5400390625,1019300000,-0.015862145960052088,0.01035336083514244,1453.5159912109375,1454.6230102539062,0
2000-07-06,1456.6700439453125,1461.6500244140625,1439.56005859375,1446.22998046875,947300000,0.00721881278742309,0.010696441196204451,1453.8860107421874,1452.3770141601562,0
2000-07-07,1478.9000244140625,1484.1199951171875,1456.6700439453125,1456.6700439453125,931700000,0.015260820774855244,0.010096567263488173,1461.1880126953124,1455.0490112304688,0
2000-07-10,1475.6199951171875,1486.56005859375,1474.760009765625,1478.9000244140625,838700000,-0.002217884402412218,0.00969633149469605,1465.3920166015625,1458.4630126953125,0
2000-07-11,1480.8800048828125,1488.77001953125,1470.47998046875,1475.6199951171875,980500000,0.0035646099829429456,0.009380601072270725,1467.660009765625,1461.0200073242188,0
2000-07-12,1492.9200439453125,1497.68994140625,1480.8800048828125,1480.8800048828125,1001200000,0.008130327253255576,0.009390967280734854,1476.9980224609376,1465.2570068359375,0
2000-07-13,1495.8399658203125,1501.3900146484375,1489.6500244140625,1492.9200439453125,1026800000,0.0019558461197182186,0.009395920079509524,1484.8320068359376,1469.3590087890625,0
2000-07-14,1509.97998046875,1509.989990234375,1494.56005859375,1495.8399658203125,960600000,0.009452892670027913,0.008672203381668138,1491.047998046875,1476.1180053710937,0
2000-07-17,1510.489990234375,1517.3199462890625,1505.260009765625,1509.97998046875,906000000,0.0003377592896738335,0.008653036513387636,1498.0219970703124,1481.7070068359376,0
2000-07-18,1493.739990234375,1510.489990234375,1491.3499755859375,1510.489990234375,908300000,-0.011089116848368552,0.0094782891082362,1500.593994140625,1484.127001953125,0
2000-07-19,1481.9599609375,1495.6300048828125,1479.9200439453125,1493.739990234375,909400000,-0.007886264928226638,0.008069444736207663,1498.4019775390625,1487.7,0
2000-07-20,1495.5699462890625,1501.9200439453125,1481.9599609375,1481.9599609375,1064600000,0.009183773995454336,0.008220367320993805,1498.3479736328125,1491.589990234375,0
2000-07-21,1480.18994140625,1495.5699462890625,1477.9100341796875,1495.5699462890625,968300000,-0.01028370817491664,0.007832627438269138,1492.3899658203125,1491.7189819335938,0
2000-07-24,1464.2900390625,1485.8800048828125,1463.800048828125,1480.18994140625,880300000,-0.010741798669868241,0.008546015839396164,1483.1499755859375,1490.585986328125,0
2000-07-25,1474.469970703125,1476.22998046875,1464.2900390625,1464.2900390625,969400000,0.006952127904347849,0.008798892859743859,1479.2959716796875,1489.9449829101563,0
2000-07-26,1452.4200439453125,1474.469970703125,1452.4200439453125,1474.469970703125,1235800000,-0.01495447665665084,0.009325084384270507,1473.38798828125,1485.8949829101562,0
2000-07-27,1449.6199951171875,1464.9100341796875,1445.3299560546875,1452.4200439453125,1156400000,-0.0019278505827550196,0.009189179116827161,1464.197998046875,1481.2729858398438,0
2000-07-28,1419.8900146484375,1456.6800537109375,1413.8900146484375,1449.6199951171875,980000000,-0.020508809597612254,0.00952161277513362,1452.1380126953125,1472.2639892578125,1
2000-07-31,1430.8299560546875,1437.6500244140625,1418.7099609375,1419.8900146484375,952600000,0.007704780858649007,0.010325425120770386,1445.44599609375,1464.2979858398437,0
2000-08-01,1438.0999755859375,1443.5400390625,1428.9599609375,1430.8299560546875,938700000,0.0050809807975338295,0.010590437883232866,1438.1719970703125,1458.733984375,0
2000-08-02,1438.699951171875,1451.5899658203125,1433.489990234375,1438.0999755859375,994500000,0.00041720019200552905,0.010554521264477066,1435.427978515625,1454.4079833984374,0
2000-08-03,1452.56005859375,1454.18994140625,1425.4300537109375,1438.699951171875,1095600000,0.009633772080540837,0.010612601896021805,1436.0159912109375,1450.1069946289062,0
2000-08-04,1462.9300537109375,1462.9300537109375,1451.31005859375,1452.56005859375,956000000,0.007139116249160082,0.010688821160925238,1444.6239990234376,1448.381005859375,0
2000-08-07,1479.3199462890625,1480.800048828125,1460.719970703125,1462.9300537109375,854800000,0.01120346973291686,0.010746623525465012,1454.3219970703126,1449.8839965820312,0
2000-08-08,1482.800048828125,1484.52001953125,1472.6099853515625,1479.3199462890625,992200000,0.002352501598989809,0.010563964235515198,1463.26201171875,1450.7170043945312,0
2000-08-09,1472.8699951171875,1490.3299560546875,1471.1600341796875,1482.800048828125,1054000000,-0.006696825859147548,0.00947878779304496,1470.0960205078125,1452.7619995117188,0
2000-08-10,1460.25,1475.1500244140625,1459.8900146484375,1472.8699951171875,940800000,-0.008568302130551153,0.009961250958350688,1471.6340087890626,1453.825,0
2000-08-11,1471.8399658203125,1475.719970703125,1453.06005859375,1460.25,835500000,0.00793697368280255,0.0067525377157958795,1473.4159912109376,1459.0199951171876,0
2000-08-14,1491.56005859375,1491.6400146484375,1468.56005859375,1471.8399658203125,783800000,0.013398258799452334,0.007348877888502508,1475.864013671875,1465.0930053710938,0
2000-08-15,1484.4300537109375,1493.1199951171875,1482.739990234375,1491.56005859375,895900000,-0.004780233180509463,0.007859850916951919,1476.1900146484375,1469.7260131835938,0
2000-08-16,1479.8499755859375,1496.0899658203125,1475.739990234375,1484.4300537109375,929800000,-0.0030854118815165643,0.008072973272541313,1477.5860107421875,1473.841015625,0
2000-08-17,1496.0699462890625,1499.3199462890625,1479.8499755859375,1479.8499755859375,922400000,0.010960550711704986,0.008206587264531988,1484.75,1478.1920043945313,0
2000-08-18,1491.719970703125,1499.469970703125,1488.989990234375,1496.0699462890625,821400000,-0.0029076017446426627,0.008256481493239225,1488.7260009765625,1481.07099609375,0
2000-08-21,1499.47998046875,1502.8399658203125,1491.1300048828125,1491.719970703125,731600000,0.0052020552905565065,0.0077118162448187935,1490.3099853515625,1483.0869995117187,0
2000-08-22,1498.1300048828125,1508.449951171875,1497.4200439453125,1499.47998046875,818800000,-0.000900295838238141,0.007734861148712888,1493.0499755859375,1484.6199951171875,0
2000-08-23,1505.969970703125,1507.199951171875,1489.52001953125,1498.1300048828125,871000000,0.005233167879129308,0.007314860263315683,1498.273974609375,1487.9299926757812,0
2000-08-24,1508.31005859375,1511.1600341796875,1501.25,1505.969970703125,837100000,0.0015538742047640497,0.0062786202701284296,1500.7219970703125,1492.7359985351563,0
2000-08-25,1506.449951171875,1513.469970703125,1505.0899658203125,1508.31005859375,685600000,-0.001233239420022958,0.006188845553126104,1503.6679931640624,1496.1969970703126,0
2000-08-28,1514.0899658203125,1523.949951171875,1506.449951171875,1506.449951171875,733600000,0.005071535660706283,0.004978035512688978,1506.589990234375,1498.4499877929688,0
2000-08-29,1509.8399658203125,1514.81005859375,1505.4599609375,1514.0899658203125,795600000,-0.002806966624138041,0.0047340567956195125,1508.931982421875,1500.9909790039062,0
2000-08-30,1502.5899658203125,1510.489990234375,1500.0899658203125,1509.8399658203125,818400000,-0.004801833415544188,0.004953234626957934,1508.2559814453125,1503.2649780273437,0
2000-08-31,1517.6800537109375,1525.2099609375,1502.5899658203125,1502.5899658203125,1056600000,0.010042718395491868,0.004764110317684546,1510.12998046875,1505.4259887695312,0
2000-09-01,1520.77001953125,1530.0899658203125,1515.530029296875,1517.6800537109375,767700000,0.0020359797262652357,0.004512052545053861,1512.993994140625,1508.3309936523438,0
2000-09-05,1507.0799560546875,1520.77001953125,1504.2099609375,1520.77001953125,838500000,-0.009002060338342388,0.005498798039773957,1511.5919921875,1509.0909912109375,0
2000-09-06,1492.25,1512.6099853515625,1492.1199951171875,1507.0799560546875,995100000,-0.009840191952064758,0.00640696193997161,1508.0739990234374,1508.5029907226562,0
2000-09-07,1502.510009765625,1505.3399658203125,1492.25,1492.25,985500000,0.006875530082509629,0.006585256053896521,1508.0580078125,1508.1569946289062,0
2000-09-08,1494.5,1502.510009765625,1489.8800048828125,1502.510009765625,961000000,-0.0053310857921502475,0.006738430147232637,1503.4219970703125,1506.7759887695313,0
2000-09-11,1489.260009765625,1506.760009765625,1483.010009765625,1494.5,899300000,-0.0035061828266143014,0.006789102398441139,1497.1199951171875,1505.0569946289063,0
2000-09-12,1481.989990234375,1496.9300537109375,1479.6700439453125,1489.260009765625,991200000,-0.00488163214185422,0.006503083727999036,1492.102001953125,1501.8469970703125,0
